feature,anova_f,anova_pvalue,mutual_info,rf_importance,mean_rank_score
global_lab_b_q25,2039.18602422504,0.0,0.712086010244712,0.008623291792491572,39.666666666666664
roi_dct_low_energy,2022.4524384752208,0.0,0.7949231145517908,0.0074310453084908985,40.666666666666664
global_rgb_ch0_hist_7,1551.3753844321732,0.0,0.8395935121634714,0.01233522524624319,43.0
global_hsv_ch0_hist_1,3605.232100363654,0.0,0.729083342087204,0.003106311182847981,43.666666666666664
roi_glcm_dissimilarity_max,2181.117554065364,0.0,0.804160720209159,0.004897141504910398,44.333333333333336
global_hsv_h_std,2197.3436024192843,0.0,0.8148375034783149,0.0040552727648079465,47.0
global_rgb_ch1_hist_9,2879.1240979854765,0.0,0.6238896013387247,0.005450079586510043,48.333333333333336
global_hsv_ch1_hist_5,3208.2271274419354,0.0,0.5534629988841209,0.011358407642802099,49.333333333333336
roi_glcm_homogeneity_min,2259.587911627941,0.0,0.8208218540269401,0.0029200065438531367,52.333333333333336
global_lab_b_mean,1643.6411843203398,0.0,0.7546508159501135,0.008095997901357904,53.0
global_hsv_s_median,2241.284044660481,0.0,0.6999254512827411,0.003942354619985848,55.666666666666664
seg_mask_equivalent_diameter,2251.1733789625196,0.0,0.6121808682639356,0.006672474037033646,56.0
roi_glcm_dissimilarity_mean,1950.632481234426,0.0,0.7715124266799727,0.0036547202080252825,59.0
roi_glcm_homogeneity_mean,2077.045897977405,0.0,0.7951613193077354,0.002894336813203889,59.0
global_gray_hist_17,1579.7024077790245,0.0,0.74610911422109,0.007401828993660855,59.333333333333336
global_hsv_h_q25,1838.178633331982,0.0,0.7201324595112555,0.004239611480429226,62.0
roi_gray_hist_18,2002.876278283425,0.0,0.5760181073674999,0.008272544755554856,63.666666666666664
roi_lab_ch0_hist_9,2102.458901024864,0.0,0.5657592841943246,0.008094868191961558,64.66666666666667
global_lab_b_std,3055.5293034332226,0.0,0.6748402848595285,0.0018946734853235907,67.0
roi_glcm_contrast_max,2034.3615923955838,0.0,0.7639595735983598,0.0024064456712032225,68.33333333333333
roi_rgb_r_mean,2363.008053082122,0.0,0.5358873895795402,0.00837629801295707,70.0
roi_glcm_homogeneity_max,1825.3381523045502,0.0,0.7691135792421766,0.0028062496738530157,71.0
global_rgb_ch1_hist_7,1337.3815103494032,0.0,0.6881229957072985,0.007993221301785043,71.66666666666667
roi_glcm_contrast_mean,1789.0816073156677,0.0,0.7235402527217145,0.0030326492133451017,72.66666666666667
global_lab_b_median,1253.748081608094,0.0,0.7701100807965009,0.0063597319107736834,74.66666666666667
